household_id,has_labourer,hh_floors,hh_units,hh_under6yr,hh_over6yr,hh_maids,hh_under6yr_present,hh_over6yr_present,hh_tenure,hh_veh,hh_bikes,ptdist,hhincome,hhproptype,hhproptype_other,latlon,community,road,building,poi,emirate,interviewer_id,interviewer_company,interview_date,interview_time,interviewer_company_name,interviewer_company_num,home_zone_id,wt
3099,0.0,17.0,170.0,1.0,3.0,0.0,1.0,3.0,2,1.0,0.0,3,5,3,,"25.217696,55.278268",World trade centre 1,Sheikh zayed road,Al safa tower,Emirates tower metro station,1,MS016,ms,2014-05-15,19:56:00,,335,567,1
3100,0.0,17.0,170.0,0.0,3.0,0.0,0.0,3.0,2,0.0,0.0,2,5,3,,"25.217657,55.278289",World trade centre 1,Sheikh zayed,Al safa tower,Emirates metro station,1,MS016,ms,2014-05-15,20:20:00,,335,567,1
3101,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,1,2.0,0.0,3,6,1,,"25.225655,55.269341",al wasl,41,25,al sahfie boys school,1,MS007,ms,2014-05-15,18:37:00,,333,533,1
3102,0.0,1.0,1.0,0.0,6.0,0.0,0.0,6.0,1,3.0,0.0,3,6,1,,"25.225694,55.269406",al wasl,41,31,al shafie boys school,1,MS007,ms,2014-05-15,19:01:00,,333,533,1
3103,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,1,3.0,0.0,3,7,1,,"25.225616,55.268998",al wasl,41,24,al shafie boys school,1,MS007,ms,2014-05-15,19:44:00,,333,532,1
3104,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3,1.0,0.0,2,8,1,,"25.220986,55.268086",Al Bada'a,24C,-,Al Wasl Park,1,MS001,ms,2014-05-15,18:12:00,,333,39046,1
3105,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3,2.0,0.0,1,8,1,,"25.223335,55.267754",Al Bada'a,-,-,Al Wasl Park,1,MS001,ms,2014-05-15,19:09:00,,333,39046,1
3106,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2,2.0,0.0,2,10,1,,"25.215153,55.261627",Al bada ,Street 81,villa 7,Sand castle nursery,1,MS010,ms,2014-05-15,19:02:00,,333,535,1
3107,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1,3.0,0.0,3,10,1,,"25.213367,55.261885",Al bada,street 12,villa 123a,sand castle nursery,1,MS010,ms,2014-05-15,19:27:00,,333,535,1
3108,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,3,10,1,,"25.213571,55.261896",Al Bada,Street 12,villa 127b,Sand castle nursery,1,MS010,ms,2014-05-15,20:18:00,,333,535,1
3110,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,1,10,1,,"25.214007,55.261488",Al Badaa/333,-,-,Sand Castle Nursery,1,MS012,ms,2014-05-15,19:22:00,,333,535,1
3113,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3,2.0,0.0,1,7,1,,"25.221404,55.267990",al bada,,,al wasel park,1,MS015,ms,2014-05-15,18:32:00,,333,39046,1
3114,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,3,2.0,0.0,1,6,1,,"25.221714,55.268226",al bada,,,al wasll park,1,MS015,ms,2014-05-15,19:05:00,,333,39046,1
3115,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,2.0,0.0,1,6,1,,"25.222646,55.268419",al bada,,,al wasl park,1,MS015,ms,2014-05-15,19:55:00,,333,39046,1
3116,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,2,4.0,0.0,2,8,1,,"25.221802,55.260179",jumeriah 1,-,45b,beach center,1,MS011,ms,2014-05-17,19:44:00,,332,518,1
3117,0.0,2.0,-1.0,0.0,6.0,0.0,0.0,6.0,2,2.0,0.0,3,7,1,,"25.227402,55.259321",jumeirah 1,jumeriah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,19:58:00,,332,516,1
3118,0.0,2.0,5.0,0.0,6.0,0.0,0.0,6.0,2,3.0,0.0,3,7,1,,"25.226101,55.258269",jumeirah 1,jumeirah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,20:29:00,,332,516,1
3120,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2,1.0,0.0,2,4,1,,"25.232953,55.268494",JUMEIRA 1ST,-,-,JUMEIRA GRAND MOSQUE,1,MS008,ms,2014-05-17,19:12:00,,332,513,1
3121,0.0,3.0,30.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,2,8,3,,"25.185020,55.229967",Jumeirah 1st,Jumeirah Road,Al Maskan,jumeirah Grand Mosque,1,MS006,ms,2014-05-17,19:16:00,,352,617,1
3122,0.0,3.0,30.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,4,3,,"25.185117,55.229666",Jumeirah 1st,Jumeirah Road,AL Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,19:57:00,,352,617,1
3123,0.0,3.0,30.0,2.0,3.0,0.0,2.0,3.0,2,1.0,0.0,2,5,3,,"25.185117,55.229795",Jumeirah 1st,Jumeirah Road,Al Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,20:16:00,,352,617,1
3124,0.0,3.0,30.0,0.0,2.0,0.0,0.0,2.0,2,0.0,0.0,2,6,3,,"25.185098,55.229902",Jumeirh 1st,Jumeirah Road,AL Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,20:32:00,,352,617,1
3125,0.0,3.0,30.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,6,3,,"25.184981,55.229967",Jumeirah 1st,Jumeirah Road,Al Maskan,Jumeirah Grand Mall,1,MS006,ms,2014-05-17,20:47:00,,352,617,1
3126,0.0,3.0,30.0,2.0,2.0,0.0,2.0,2.0,2,2.0,0.0,2,6,3,,"25.185039,55.229881",Jumeirah 1st,Jumeirah Road,-,Jumeirah Grand City Mall,1,MS006,ms,2014-05-17,21:17:00,,352,617,1
3127,0.0,3.0,30.0,2.0,3.0,0.0,2.0,3.0,2,1.0,0.0,2,5,3,,"25.184962,55.230052",Jumeirah 1st,Jumeirah Road,al Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,21:45:00,,352,617,1
3128,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,9,7,1,,"25.222695,55.260984",Jumeirah First,,8B,Beach Centre,1,MS009,ms,2014-05-17,19:39:00,,332,518,1
3130,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2,2.0,0.0,2,3,1,,"25.233788,55.269105",Jumeirah first,Jumeirah road,-,Jumeirah grand mosque,1,MS018,ms,2014-05-17,19:55:00,,332,513,1
3131,0.0,1.0,0.0,0.0,9.0,0.0,0.0,9.0,2,6.0,0.0,3,9,1,,"25.222413,55.255136",322 jumeirah 1,Jumeirah 1,-,Open beach jumeirah 1,1,MS016,ms,2014-05-17,20:03:00,,332,516,1
3132,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,2,9,1,,"25.232313,55.262647",322 jumeirah 1,Jumeirah road,,Open beach jumeirah 1,1,MS016,ms,2014-05-17,20:42:00,,332,514,1
3134,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,2,1.0,0.0,3,2,1,,"25.236758,55.270629",jumeirah 1,,,jumeirah grand mosque,1,MS015,ms,2014-05-17,19:09:00,,332,512,1
3135,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,2,2.0,0.0,3,2,1,,"25.236777,55.270693",jumeirah 1,,,jumeirah grand mosque,1,MS015,ms,2014-05-17,19:49:00,,332,512,1
3136,0.0,2.0,1.0,0.0,5.0,0.0,0.0,5.0,2,2.0,2.0,2,10,1,,"25.227285,55.259020",jumeirah 1,4a,58/a,jumeirah open beach 1,1,MS007,ms,2014-05-17,19:59:00,,332,516,1
3137,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,4.0,0.0,2,9,1,,"25.232565,55.262003",jumeirah 1,2/a,64/b,jumeirah open beach 1,1,MS007,ms,2014-05-17,20:30:00,,332,514,1
3138,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,1,2.0,0.0,3,9,1,,"25.228741,55.259750",jumeirah 1,4/a,85/a,jumeirah open beach 1,1,MS007,ms,2014-05-17,20:52:00,,332,39053,1
3139,0.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,9,10,1,,"25.222704,55.263226",Jumeirah 1,28A,-,Jumeirah Open Beach,1,MS001,ms,2014-05-17,18:25:00,,332,518,1
3140,0.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,2,2.0,0.0,1,8,1,,"25.182913,55.236028",Jumeirah 1,,,Jumeirah open beach,1,MS001,ms,2014-05-17,19:18:00,,352,616,1
3141,0.0,2.0,-1.0,0.0,6.0,0.0,0.0,6.0,2,2.0,0.0,3,7,1,,"25.227402,55.259321",jumeirah 1,jumeriah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,19:58:00,,332,516,1
3142,0.0,2.0,5.0,0.0,6.0,0.0,0.0,6.0,2,3.0,0.0,3,7,1,,"25.226101,55.258269",jumeirah 1,jumeirah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,20:29:00,,332,516,1
3144,0.0,2.0,62.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,1,7,3,,"25.235845,55.271358",Jumeirah First,Jumeirah Rd,Maskan 1,Jumeirah Grand Mosque,1,MS012,ms,2014-05-17,19:30:00,,333,530,1
3145,0.0,2.0,62.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,1,6,3,,"25.230546,55.272775",Jumeirah First,-,Al Maskan Bd,Jumeirah Grrand Mosque,1,MS012,ms,2014-05-17,21:45:00,,333,531,1
3146,0.0,2.0,28.0,1.0,2.0,0.0,1.0,2.0,1,1.0,0.0,1,4,3,,"25.230527,55.272903",Jumeirah First,-,Al Fahed Bd,Jumeirah Grand Mosque,1,MS012,ms,2014-05-17,22:29:00,,333,531,1
3147,0.0,2.0,6.0,0.0,7.0,0.0,0.0,5.0,2,2.0,0.0,2,5,1,,"25.219035,55.252690",jumeirah 1,4 a street,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-20,19:05:00,,332,516,1
3148,0.0,2.0,7.0,1.0,6.0,0.0,1.0,4.0,2,2.0,1.0,3,10,1,,"25.223151,55.255866",jumeirah 1,4 a street,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-20,19:30:00,,332,516,1
3149,0.0,1.0,6.0,0.0,7.0,0.0,0.0,7.0,1,9.0,0.0,1,9,1,,"25.212241,55.249901",Jumeriah 1,14d,,Police Traning center,1,MS004,ms,2014-05-20,18:45:00,,332,39054,1
3150,0.0,1.0,4.0,0.0,3.0,0.0,0.0,3.0,2,1.0,1.0,1,4,1,,"25.212435,55.250802",Jumeriah 1,14d,,Police Traning center,1,MS004,ms,2014-05-20,19:16:00,,332,39054,1
3151,0.0,5.0,25.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,9,3,,"25.190748,55.277238",Burj Khalifa,Sheikh Mohammed Bin Rashid Al Boulevard,-,Dubai Mall,1,MS018,ms,2014-05-20,19:10:00,,345,978,1
3152,0.0,5.0,25.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,2,7,3,,"25.190612,55.276916",Burj Khalifa,SHeikh Mohammed Bin Rashid Al BOulevard,-,Dubai Mall,1,MS018,ms,2014-05-20,20:28:00,,345,978,1
3153,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,2,2.0,0.0,2,6,1,,"25.225519,55.257432",Jumeirah 1,4a street,-,Adam's first floor,1,MS016,ms,2014-05-20,19:06:00,,332,516,1
3154,0.0,5.0,25.0,0.0,2.0,0.0,0.0,2.0,1,2.0,0.0,4,6,3,,"25.190768,55.277517",burj khalifa,,,dubai mall,1,MS015,ms,2014-05-20,18:56:00,,345,978,1
3155,0.0,5.0,25.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,4,5,3,,"25.190787,55.277474",burj khalifa ,,,dubai mall,1,MS015,ms,2014-05-20,20:03:00,,345,978,1
3156,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,1,4.0,0.0,3,9,1,,"25.211270,55.249107",jumeirah 1,14/d,62,police training center,1,MS007,ms,2014-05-20,18:37:00,,332,39054,1
3157,0.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0,1,4.0,0.0,3,9,1,,"25.211717,55.249364",jumeirah 1,14/d,60,police training center,1,MS007,ms,2014-05-20,19:37:00,,332,39054,1
3158,0.0,9.0,59.0,1.0,3.0,0.0,1.0,3.0,2,1.0,0.0,4,5,3,,"25.191777,55.278418",Burj Khalifa,Sheikh Mohamad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,18:41:00,,345,978,1
3159,0.0,9.0,59.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,4,5,3,,"25.191836,55.278289",Burj Khalifa,Sheikh Mohamed bin rashid boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,19:24:00,,345,978,1
3160,0.0,9.0,59.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,4,10,3,,"25.191719,55.278461",Burj Khalifa,Sheikh Mohamad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,19:48:00,,345,978,1
3161,0.0,9.0,59.0,1.0,2.0,0.0,1.0,2.0,2,3.0,0.0,9,9,3,,"25.191719,55.278182",Burj Khalifa,Sheikh Mohamed Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,20:28:00,,345,978,1
3162,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1,3.0,0.0,2,10,1,,"25.222481,55.255415",Jumeirah 1,Jumeirah road,39,Adams first floor,1,MS010,ms,2014-05-20,19:09:00,,332,516,1
3163,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,2,10,1,,"25.218123,55.252422",Jumeirah 1,jumeirah road,31c,adams first floor,1,MS010,ms,2014-05-20,19:51:00,,332,516,1
3164,0.0,1.0,1.0,1.0,4.0,0.0,1.0,4.0,2,3.0,0.0,4,7,1,,"25.211086,55.248871",Jumeirah one,,,Police training centre,1,MS009,ms,2014-05-20,18:35:00,,332,39054,1
3165,0.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,2,2.0,0.0,4,8,1,,"25.211688,55.249944",Jumeirah One,,,Police Training Centre,1,MS009,ms,2014-05-20,19:59:00,,332,39054,1
3166,0.0,2.0,24.0,0.0,2.0,0.0,0.0,2.0,1,0.0,1.0,2,6,3,,"25.190865,55.276766",burj khalifa ,,kamoon 2,dubai mall ,1,MS008,ms,2014-05-20,18:27:00,,345,978,1
3168,0.0,9.0,59.0,0.0,2.0,0.0,0.0,1.0,2,1.0,0.0,4,8,3,,"25.191700,55.278289",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,18:49:00,,345,978,1
3169,0.0,9.0,59.0,0.0,2.0,0.0,0.0,1.0,2,1.0,0.0,4,10,3,,"25.191137,55.277667",Burj Khalifa,Sheikh Mohammad bin Rashid boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,19:08:00,,345,978,1
3170,0.0,9.0,59.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,4,6,3,,"25.191020,55.277753",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,19:31:00,,345,978,1
3171,0.0,9.0,59.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,4,6,3,,"25.191098,55.277710",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,20:00:00,,345,978,1
3172,0.0,9.0,59.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,4,7,3,,"25.191137,55.277667",Burj Khalifa,Seikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,20:07:00,,345,978,1
3173,0.0,9.0,59.0,0.0,2.0,0.0,0.0,1.0,2,1.0,0.0,4,10,3,,"25.191098,55.277646",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,20:26:00,,345,978,1
3175,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,1,5.0,0.0,2,9,1,,"25.173291,55.251124",al qouz 1,street 14a,-,dubai bowling center,1,MS011,ms,2014-05-22,20:19:00,,354,703,1
3177,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,2,5,3,,"25.196321,55.269299",downtown dubai,sheikh mohammed bin rashid boulevard,the lofts west towers,tche tche cafe,1,MS013,ms,2014-05-22,19:29:00,,345,971,1
3178,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,6,3,,"25.196437,55.269256",downtown dubai,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,19:42:00,,345,971,1
3179,0.0,30.0,174.0,0.0,4.0,0.0,0.0,4.0,2,0.0,0.0,4,3,3,,"25.196360,55.269384",downtown dubai,sheikh mohammed bin rashid boulevard,thel lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:00:00,,345,971,1
3180,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,2,4,3,,"25.196437,55.269341",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:17:00,,345,971,1
3181,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,7,3,,"25.196360,55.269427",dowtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:24:00,,345,971,1
3182,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,2,5,3,,"25.196262,55.269470",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:39:00,,345,971,1
3183,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,5,3,,"25.196321,55.269320",downtown,sheikh mohammed bin rashid boulevard,the lofts west towers,tche tche cafe,1,MS013,ms,2014-05-22,20:53:00,,345,971,1
3184,0.0,30.0,174.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,2,5,3,,"25.196515,55.269427",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,21:05:00,,345,971,1
3185,0.0,30.0,174.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2,5,3,,"25.196321,55.269384",downtown,sheikh mohammed bin rashid bolevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,21:12:00,,345,971,1
3186,0.0,30.0,174.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,2,4,3,,"25.196379,55.269256",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,21:20:00,,345,971,1
3188,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1,2.0,1.0,9,10,1,,"25.174087,55.251403",Al Quoz 1,Street 14A,-,Dubai Bowling Centre,1,MS024,ms,2014-05-22,20:18:00,,354,702,1
3190,0.0,1.0,5.0,2.0,4.0,0.0,2.0,4.0,1,2.0,0.0,4,10,1,,"25.163115,55.250673",Al Quoz 1,-,-,Natinal Cement Company,1,MS006,ms,2014-05-22,19:13:00,,354,711,1
3191,0.0,2.0,6.0,1.0,7.0,0.0,1.0,7.0,1,5.0,0.0,4,10,1,,"25.162649,55.251510",Al Quoz 1,-,-,National Cement Company,1,MS006,ms,2014-05-22,20:15:00,,354,711,1
3192,0.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,2,3.0,0.0,1,10,1,,"25.170203,55.256166",Al Qouz first,-,-,Dubai International School,1,MS023,ms,2014-05-22,19:06:00,,354,706,1
3193,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,3.0,0.0,2,10,1,,"25.169349,55.258698",al qouz first,42A,-,dubai inetrnational school,1,MS023,ms,2014-05-22,20:43:00,,354,706,1
3195,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,2,3,4,,"25.168067,55.244504",AL qouz 1 ,,,AL qouz Cemetry,1,MS009,ms,2014-05-22,19:11:00,,354,710,1
3196,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,2,3,4,,"25.168154,55.244622",AL qouz,,,AL qouz Cemetry,1,MS009,ms,2014-05-22,19:46:00,,354,710,1
3198,0.0,1.0,0.0,1.0,14.0,0.0,1.0,14.0,1,3.0,0.0,3,7,1,,"25.164804,55.251145",AL Quoz 1,Al Khail,-,Cement national company,1,MS018,ms,2014-05-22,19:49:00,,354,711,1
3199,0.0,1.0,0.0,0.0,10.0,0.0,0.0,10.0,2,5.0,0.0,4,8,1,,"25.167640,55.244515",Al quoz,12c street,,Al quoz cementery,1,MS016,ms,2014-05-22,19:08:00,,354,710,1
3200,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,3,3.0,0.0,1,10,1,,"25.169562,55.258505",al quoz 1,,,dubai international school,1,MS015,ms,2014-05-22,19:06:00,,354,706,1
3201,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,2,2.0,0.0,1,10,1,,"25.170262,55.258098",al quoz 1,,,dubai international school,1,MS015,ms,2014-05-22,20:27:00,,354,706,1
3203,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,1,3.0,0.0,3,7,1,,"25.167620,55.244515",al qouz ,al qouz road ,,al qouz cemetory,1,MS020,ms,2014-05-22,19:54:00,,354,710,1
3205,0.0,30.0,174.0,0.0,4.0,0.0,0.0,4.0,1,2.0,0.0,3,9,3,,"25.200515,55.271959",burj khalifa area,shaikh mohammad bin rashid boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,18:15:00,,345,969,1
3206,0.0,30.0,174.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,3,9,3,,"25.200379,55.272045",burj khalifa,shaikh mohammad bin zayed boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,19:09:00,,345,969,1
3207,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,3,8,3,,"25.195039,55.271659",burj khalifa,shaikh mohammad bin rashid road,3,tche tche cafe,1,MS007,ms,2014-05-22,19:36:00,,345,974,1
3208,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,3,8,3,,"25.195136,55.271637",burj khalifa,shaikh mohammad bin rashid boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,19:49:00,,345,974,1
3209,0.0,30.0,174.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,3,9,3,,"25.195000,55.271595",burj khalifa,shaikh mohammad bin rashid boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,20:29:00,,345,974,1
3212,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2,0.0,0.0,2,2,1,,"25.174437,55.253549",Al Quoz First,7 street,villa 5,dubai bowling center,1,i436,i4,2014-05-22,19:32:00,,354,703,1
3213,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,2,4,1,,"25.174087,55.253034",Al quoz first,7 street,villa 6,dubai bowling center,1,i436,i4,2014-05-22,19:50:00,,354,703,1
3214,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,2,1.0,0.0,2,10,1,,"25.174126,55.253205",al quoz first,7 street,villa 8 ,dubai bowling center,1,i436,i4,2014-05-22,20:00:00,,354,703,1
3215,0.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,2,4.0,0.0,2,4,1,,"25.173563,55.253763",Al quoz first,7 street,villa 20,dubai bowling center,1,i436,i4,2014-05-22,20:21:00,,354,703,1
3216,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2,1.0,0.0,2,2,1,,"25.173835,55.253527",Al quoz first,7 street,villa 10,dubai bowling center,1,i436,i4,2014-05-22,20:50:00,,354,703,1
3217,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2,1.0,0.0,1,2,1,,"25.167892,55.259149",Al Quoz First,318,-,Dubai International School,1,MS012,ms,2014-05-22,20:25:00,,354,706,1
3218,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,1,2,1,,"25.167737,55.259922",Al Quoz First,318,-,Dubai International School,1,MS012,ms,2014-05-22,21:09:00,,354,706,1
3219,0.0,1.0,0.0,2.0,4.0,0.0,2.0,4.0,1,2.0,0.0,1,10,1,,"25.168514,55.258677",Al Quoz First,318,-,Dubaii International School,1,MS012,ms,2014-05-22,21:35:00,,354,706,1
3220,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,1,5.0,0.0,3,9,1,,"25.173340,55.247530",al qouz 1,-,-,aneesa al ansariah girls school,1,MS011,ms,2014-05-24,18:51:00,,354,702,1
3222,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1,3.0,0.0,3,6,1,,"25.156511,55.263119",AL QOUZ 2,,,ENOC PETROL PUM,1,MS008,ms,2014-05-24,18:45:00,,355,694,1
3224,0.0,1.0,6.0,0.0,3.0,0.0,0.0,3.0,2,4.0,0.0,9,10,1,,"25.154161,55.263205",AL Quoz 2,AL Khail Road,-,Enoc Petrol Station,1,MS006,ms,2014-05-24,18:22:00,,355,694,1
3225,0.0,2.0,6.0,3.0,2.0,0.0,3.0,2.0,1,3.0,0.0,9,10,1,,"25.151675,55.263097",AL Quoz 2,Al Khail Road,-,Enoc Petrol Station,1,MS006,ms,2014-05-24,18:48:00,,355,694,1
3226,0.0,1.0,6.0,0.0,5.0,0.0,0.0,5.0,2,3.0,0.0,9,10,1,,"25.146703,55.262711",AL Quoz 2,Al Khail Rod,-,ENOC Petrol Station,1,MS006,ms,2014-05-24,19:12:00,,355,694,1
3227,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,4,10,1,,"25.160959,55.270758",al qouz,al meydan road,-,al qouz pond park,1,MS023,ms,2014-05-24,18:35:00,,355,694,1
3228,0.0,1.0,0.0,1.0,8.0,0.0,1.0,8.0,1,4.0,0.0,4,10,1,,"25.161134,55.270844",al qouz 2,al meydan road,-,al qouz pond park,1,MS023,ms,2014-05-24,19:20:00,,355,694,1
3232,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2,0.0,0.0,4,2,4,,"25.170990,55.250201",Al Qouz First,,,Aneesa Al- Ansariah Girls School,1,MS009,ms,2014-05-24,18:46:00,,354,703,1
3233,0.0,1.0,0.0,0.0,8.0,0.0,0.0,8.0,1,6.0,0.0,3,10,1,,"25.175913,55.252068",al qouz 1,-,-,aster pharmacy ,1,MS009,ms,2014-05-24,20:09:00,,354,702,1
3234,0.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,3,1.0,0.0,4,10,1,,"25.160784,55.273933",AL Quoz 2,Al Meydan Road,,Al Quoze Pound Park,1,MS004,ms,2014-05-24,18:26:00,,355,694,1
3235,0.0,1.0,4.0,3.0,4.0,0.0,3.0,4.0,3,1.0,0.0,4,4,1,,"25.160163,55.270972",@hotmail.com,Al Meydan Road,,Al Quoze Pound Park,1,MS004,ms,2014-05-24,19:45:00,,355,694,1
